DUA;Item;Fecha;A駉;Importador;RUC;Regimen;C骴igo NCM;Aduana;V韆 Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;Pa韘 de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;Kgs. Brutos;Proveedor;Marca;Descripci髇 de Mercader韆;Descripci髇 para Filtro
118-192998;0006;25/05/2023;2023;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01123-23;HLCUBSC2304BMYC0;CHARLESTON;Estados Unidos;Estados Unidos;2.75;TM;2750;KILOGRAMO;0;No disponible;2943.97;1070.53;3259.23;1185.17;314.77;2750;2810;NO DISPONIBLE;BRASKEM;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PG 480;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PG 480
118-193102;0001;25/05/2023;2023;JESHUA ADONAI SOCIEDAD ANONIMA CERRADA;4  20511131287;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR AGENCIAS S.A.C;01189-23;DLN0139488;DALIAN;China;Corea del Sur;140;TM;140000;KILOGRAMO;0;No disponible;152950;1092.5;158390.31;1131.36;5250;140000;141230;NO DISPONIBLE;PETROCHEMICAL;POLIPROPILENO DE ALTA DENSIDAD PETROCHEMICAL S/M POLIPROPILENO DE ALTA DENSIDAD PPH-T03 USO INDUSTRIAL LOTE: 20230325D8109 POLYPROPYLENE PPH-T03 (L5E89);POLIPROPILENO DE ALTA DENSIDAD PETROCHEMICAL S/M POLIPROPILENO DE ALTA DENSIDAD PPH-T03 USO INDUSTRIAL LOTE: 20230325D8109 POLYPROPYLENE PPH-T03 (L5E89)
118-193906;0001;26/05/2023;2023;ZHENPACK SOCIEDAD ANONIMA CERRADA;4  20492191133;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARITI;01114-23;EGLV003300685055;KAOHSIUNG;Taiw醤;Francia;48;TM;48000;KILOGRAMO;0;No disponible;55800;1162.5;59657.5;1242.86;3160;48000;48940;NO DISPONIBLE;LCY CHEMICAL CORP;POLIPROPILENO HOMOPOLIMERO POLYPROPYLENE HOMOPOLYMER GLOBALENE PT100 / BATCH NRO: 35351 S/M  LCY CHEMICAL CORP;POLIPROPILENO HOMOPOLIMERO POLYPROPYLENE HOMOPOLYMER GLOBALENE PT100 / BATCH NRO: 35351 S/M  LCY CHEMICAL CORP
118-193971;0001;26/05/2023;2023;ATLANTICA S.R.L.;4  20488011538;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01165-23;MAEU226628223;No disponible;India;Francia;104;TM;104000;KILOGRAMO;0;No disponible;113441.98;1090.79;120068;1154.5;5208;104000;104120;NO DISPONIBLE;REPOL;POLIPROPILENO HOMOPOLIMERO REPOL H045SG POLIPROPILENO HOMOPOLIMERO PARA LA FABRICACION DE TELAS Y ENVASES DE POLIPROPILENO EN 4160 BOLSAS X 25 KG C/U. LOTE:AZ2320271. AZ2320272 POLYPROPHYLENE HOMOPOLYMER EXTRUSION RELIANCE REPOL H045SG;POLIPROPILENO HOMOPOLIMERO REPOL H045SG POLIPROPILENO HOMOPOLIMERO PARA LA FABRICACION DE TELAS Y ENVASES DE POLIPROPILENO EN 4160 BOLSAS X 25 KG C/U. LOTE:AZ2320271. AZ2320272 POLYPROPHYLENE HOMOPOLY
118-194115;0003;26/05/2023;2023;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCURI4230408718;RIO GRANDE;Brasil;Brasil;74.25;TM;74250;KILOGRAMO;0;No disponible;77694.03;1046.38;91207.8;1228.39;13500;74250;76250;NO DISPONIBLE;BRASKEM;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO H103;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO H103
118-194302;0001;26/05/2023;2023;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;SEAU830263100;RIO DE JANEIRO;Brasil;Brasil;49.5;TM;49500;KILOGRAMO;0;No disponible;51629.58;1043.02;60716.71;1226.6;9078;49500;50980;NO DISPONIBLE;BRASKEM;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PH 0952;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PH 0952
118-194892;0001;26/05/2023;2023;PLASTICOS A SOCIEDAD ANONIMA;4  20512976108;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;00983-23;ONEYRICDJ1462900;No disponible;Estados Unidos;Estados Unidos;46.75;TM;46750;KILOGRAMO;0;No disponible;53882.18;1152.56;57035;1220;3038.75;46750;47430;NO DISPONIBLE;S/M;POLIPROPILENO S/M S/M 1870 BOLSAS X 25 KG C/U POLYPROPYLENE TRICOLENE CODIGO : PPC300;POLIPROPILENO S/M S/M 1870 BOLSAS X 25 KG C/U POLYPROPYLENE TRICOLENE CODIGO : PPC300
118-194899;0001;26/05/2023;2023;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01217-23;SUDU23BOG006802A;CARTAGENA;Colombia;Colombia;27000;KG;27000;KILOGRAMO;0;No disponible;33718.36;1.25;34560;1.28;833;27000;27570;NO DISPONIBLE;ESENTTIA;HOMOPOLIMERO, ESENTTIA, 40H92N BOLSAS 25 KG USO INDUSTRIAL HOMOPOLIMERO 40H92N NO. LOTE: 123A0566A;HOMOPOLIMERO, ESENTTIA, 40H92N BOLSAS 25 KG USO INDUSTRIAL HOMOPOLIMERO 40H92N NO. LOTE: 123A0566A
118-195007;0001;26/05/2023;2023;PLASTICOS FENIX EIRL;4  20522086704;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01165-23;MAEU226625386;No disponible;India;Estados Unidos;52000;KG;52000;KILOGRAMO;0;No disponible;63436;1.22;66184.15;1.27;2659;52000;52090;NO DISPONIBLE;S/M;POLIPROPILENO S/M H100EY 2080 BAGS X 25KG USO INDUSTRIAL PP H100EY . LOTE: AZ2320306 POLIPROPILENO;POLIPROPILENO S/M H100EY 2080 BAGS X 25KG USO INDUSTRIAL PP H100EY . LOTE: AZ2320306 POLIPROPILENO
235-074758;0001;27/05/2023;2023;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39021000;AEREA DEL CALLAO;AEREA;IBERIA LINEAS AEREAS DE E;11939-23;07560250691;BRUXELLES (BRUSSEL);Alemania;Estados Unidos;500;KG;500;KILOGRAMO;0;No disponible;1727.42;3.45;5480.63;10.96;3743.21;500;528;NO DISPONIBLE;SCOLEFIN;POLIPROPILENO HOMOPOLIMERO SCOLEFIN 53 G 10-0 POLIETILENO INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO EN BOLSAS DE 25 KG;POLIPROPILENO HOMOPOLIMERO SCOLEFIN 53 G 10-0 POLIETILENO INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLIPROPILENO HOMOPOLIMERO EN BOLSAS DE 25 KG
118-195469;0001;27/05/2023;2023;FITESA PERU S.A.C.;4  20451558383;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01165-23;MAEUR05790477;BUENAVENTURA;Arabia Saudi;Estados Unidos;504;TM;504000;KILOGRAMO;0;No disponible;566761;1124.53;632400.32;1254.76;33894;504000;514530;NO DISPONIBLE;S/M;POLIPROPILENO S/M S/M ........ USO INDUSTRIAL PP 519A 149 20160  SACOS DE 25KG C/U;POLIPROPILENO S/M S/M ........ USO INDUSTRIAL PP 519A 149 20160  SACOS DE 25KG C/U
118-195754;0001;27/05/2023;2023;FITESA PERU S.A.C.;4  20451558383;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01165-23;MAEUR05790476;BUENAVENTURA;Arabia Saudi;Estados Unidos;504;TM;504000;KILOGRAMO;0;No disponible;566761;1124.53;632400.32;1254.76;33894;504000;515130;NO DISPONIBLE;S/M;POLIPROPILENO S/M S/M EN SACOS DE 25 KG. C/U / LOTE SEGUN CERTIFICADO DE ANALISIS USO: INDUSTRIAL POLIPROPILENO PP 519A;POLIPROPILENO S/M S/M EN SACOS DE 25 KG. C/U / LOTE SEGUN CERTIFICADO DE ANALISIS USO: INDUSTRIAL POLIPROPILENO PP 519A
118-195950;0001;29/05/2023;2023;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01143-23;COSU6354419880;JIANGYIN;China;Estados Unidos;196;TM;196000;KILOGRAMO;0;No disponible;206153.93;1051.81;214088.6;1092.29;7841.45;196000;196500;NO DISPONIBLE;S/M;POLYPROPYLENE. S/M. S/M POLIPROPILENO T36F EN FORMAS PRIMARIAS POLYPROPYLENE T36F;POLYPROPYLENE. S/M. S/M POLIPROPILENO T36F EN FORMAS PRIMARIAS POLYPROPYLENE T36F
118-195953;0001;29/05/2023;2023;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARITI;01176-23;NGPN30323900;NINGBO;China;China;338;TM;338000;KILOGRAMO;0;No disponible;369529.05;1093.28;390758.29;1156.09;21060;338000;343080;NO DISPONIBLE;SANYUAN;HOMOPOLIMERO BOPP SANYUAN. SANYUAN. S/M HOMOPOLIMERO BOPP SANYUAN PP F280F EN FORMAS PRIMARIAS HOMOPOLIMERO PP F280F;HOMOPOLIMERO BOPP SANYUAN. SANYUAN. S/M HOMOPOLIMERO BOPP SANYUAN PP F280F EN FORMAS PRIMARIAS HOMOPOLIMERO PP F280F
118-195954;0001;29/05/2023;2023;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARITI;01176-23;NGPN30324000;NINGBO;China;China;182;TM;182000;KILOGRAMO;0;No disponible;198977.18;1093.28;210408.31;1156.09;11340;182000;184630;NO DISPONIBLE;SANYUAN;HOMOPOLIMERO BOPP SANYUAN, SANYUAN, S/M HOMOPOLIMERO BOPP SANYUAN PP F280F EN FORMAS PRIMARIAS HOMOPOLIMERO PP F280F;HOMOPOLIMERO BOPP SANYUAN, SANYUAN, S/M HOMOPOLIMERO BOPP SANYUAN PP F280F EN FORMAS PRIMARIAS HOMOPOLIMERO PP F280F
118-196241;0001;29/05/2023;2023;QUIMTIA S.A.;4  20110200201;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01205-23;HLCUTS1220904345;CNZZA;China;Francia;168;TM;168000;KILOGRAMO;0;No disponible;181966.65;1083.13;193330.02;1150.77;11233.35;168000;169170;NO DISPONIBLE;S/M;POLIPROPILENO HOMOPOLIMERO S/M S/M  USO INDUSTRIAL EN SACOS POLYPROPYLENE HOMOPOLYMER L5E89;POLIPROPILENO HOMOPOLIMERO S/M S/M  USO INDUSTRIAL EN SACOS POLYPROPYLENE HOMOPOLYMER L5E89
118-196384;0001;29/05/2023;2023;YNG S.A.C.;4  20481059713;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01174-23;HLCUBO2230508030;CARTAGENA;Colombia;Colombia;27000;KG;27000;KILOGRAMO;0;No disponible;34499;1.28;35656.23;1.32;726;27000;27514.89;NO DISPONIBLE;S/M;HOMOPOLIMEROS.S/M.S/M. POLIPROPILENO HOMOPOLIMERO PRODUCTO QUIMICO PARA LA INDUSTRIA HOMOPOLIMERO 40H92N BOLSA DE  25 KG;HOMOPOLIMEROS.S/M.S/M. POLIPROPILENO HOMOPOLIMERO PRODUCTO QUIMICO PARA LA INDUSTRIA HOMOPOLIMERO 40H92N BOLSA DE  25 KG
118-196802;0001;29/05/2023;2023;PERUANA DE MOLDEADOS S.A.C.;4  20251995967;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01170-23;S00213024;CORONEL;Chile;Chile;76500;KG;76500;KILOGRAMO;0;No disponible;89535;1.17;93479.33;1.22;3795;76500;77610;NO DISPONIBLE;PETROQUIM;POLIPROPILENO HOMOPOLIMERO. PETROQUIM. S/M PH0130-P1500 SANITIZADO 3060 BOLSAS X 25 KG POLIPROPILENO HOMOPOLIMERO LOTE: L-935;POLIPROPILENO HOMOPOLIMERO. PETROQUIM. S/M PH0130-P1500 SANITIZADO 3060 BOLSAS X 25 KG POLIPROPILENO HOMOPOLIMERO LOTE: L-935
118-196893;0001;29/05/2023;2023;PLASTICOS PERU ALFA SOC RESP LTDA;4  20112231413;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;00982-23;EGLV003300673073;KAOHSIUNG;Taiw醤;Estados Unidos;100000;KG;100000;KILOGRAMO;0;No disponible;120700;1.21;128707.8;1.29;7839.5;100000;100350;NO DISPONIBLE;TAIRIPRO;POLIPROPILENO HOMOPOLIMERO. TAIRIPRO. F1611 SACOS DE 25 KG USO INDUSTRIAL POLIPROPILENO HOMOPOLIMERO PP F1611;POLIPROPILENO HOMOPOLIMERO. TAIRIPRO. F1611 SACOS DE 25 KG USO INDUSTRIAL POLIPROPILENO HOMOPOLIMERO PP F1611
118-197004;0003;29/05/2023;2023;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01174-23;HLCUBO2230504570;CARTAGENA;Colombia;Colombia;10000;KG;10000;KILOGRAMO;0;No disponible;12874.14;1.29;13101.14;1.31;223.73;10000;10207.4;NO DISPONIBLE;ESENTTIA;HOMOPOLIMERO. ESENTTIA. 20H92N EN BOLSAS DE 25 KILOS USO INDUSTRIAL HOMOPOLIMERO 20H92N;HOMOPOLIMERO. ESENTTIA. 20H92N EN BOLSAS DE 25 KILOS USO INDUSTRIAL HOMOPOLIMERO 20H92N
118-197004;0006;29/05/2023;2023;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01174-23;HLCUBO2230504570;CARTAGENA;Colombia;Colombia;2000;KG;2000;KILOGRAMO;0;No disponible;2588.7;1.29;2634.1;1.32;44.74;2000;2041.48;NO DISPONIBLE;ESENTTIA;HOMOPOLIMERO. ESENTTIA. 03H82NA-TAR EN BOLSAS DE 25 KILOS USO INDUSTRIAL HOMOPOLIMERO 03H82NA-TAR;HOMOPOLIMERO. ESENTTIA. 03H82NA-TAR EN BOLSAS DE 25 KILOS USO INDUSTRIAL HOMOPOLIMERO 03H82NA-TAR
118-197065;0002;29/05/2023;2023;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01174-23;HLCUBO2230506922;CARTAGENA;Colombia;Colombia;13000;KG;13000;KILOGRAMO;0;No disponible;16086.54;1.24;16379.99;1.26;289.37;13000;13255.18;NO DISPONIBLE;ESENTTIA;HOMOPOLIMERO. ESENTTIA. 40H92N BOLSAS 25 KG USO INDUSTRIAL HOMOPOLIMERO 40H92N;HOMOPOLIMERO. ESENTTIA. 40H92N BOLSAS 25 KG USO INDUSTRIAL HOMOPOLIMERO 40H92N
118-197065;0003;29/05/2023;2023;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01174-23;HLCUBO2230506922;CARTAGENA;Colombia;Colombia;3000;KG;3000;KILOGRAMO;0;No disponible;3742.27;1.25;3809.99;1.27;66.77;3000;3058.88;NO DISPONIBLE;ESENTTIA;HOMOPOLIMERO. ESENTTIA. 20H10NA BOLSAS 25 KG USO INDUSTRIAL HOMOPOLIMERO 20H10NA;HOMOPOLIMERO. ESENTTIA. 20H10NA BOLSAS 25 KG USO INDUSTRIAL HOMOPOLIMERO 20H10NA
118-197780;0001;30/05/2023;2023;IMPORTACIONES SAVOY EIRL;4  20271972211;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01207-23;MEDUVC459942;VANCOUVER;Canad�;Estados Unidos;198;TM;198000;KILOGRAMO;0;No disponible;187552;947.23;218868.37;1105.4;30768;198000;200530;NO DISPONIBLE;HEARTLAND;POLYPROPYLENE. HOMOPOLYMER. HEARTLAND. S/M LOTES: 230405_121 /  230405_092 /  230405_101 INSUMO PARA LA FABRICACION DE SACOS DE PLASTICO GRADO: HEARTLAND H5103;POLYPROPYLENE. HOMOPOLYMER. HEARTLAND. S/M LOTES: 230405_121 /  230405_092 /  230405_101 INSUMO PARA LA FABRICACION DE SACOS DE PLASTICO GRADO: HEARTLAND H5103
118-198713;0001;30/05/2023;2023;REPRESENTACIONES NOR S.A.C.;4  20522229823;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01170-23;1052883165;CORONEL;Chile;Chile;76500;KG;76500;KILOGRAMO;0;No disponible;89820;1.17;94302;1.23;4275;76500;77685;NO DISPONIBLE;PETROQUIM;POLIPROPILENO HOMOPOLIMERO PETROQUIM PH0953 POLIPROPILENO HOMOPOLIMERO USO:PARA LA INDUSTRIA PLASTICA MATERIA PRIMA EN POLIPROPILENO LOTE:L-504 MFG DATE:20/05/2023;POLIPROPILENO HOMOPOLIMERO PETROQUIM PH0953 POLIPROPILENO HOMOPOLIMERO USO:PARA LA INDUSTRIA PLASTICA MATERIA PRIMA EN POLIPROPILENO LOTE:L-504 MFG DATE:20/05/2023
118-198713;0002;30/05/2023;2023;REPRESENTACIONES NOR S.A.C.;4  20522229823;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01170-23;1052883165;CORONEL;Chile;Chile;25500;KG;25500;KILOGRAMO;0;No disponible;29940;1.17;31434;1.23;1425;25500;25895;NO DISPONIBLE;PETROQUIM;POLIPROPILENO HOMOPOLIMERO PETROQUIM PH2615 POLIPROPILENO HOMOPOLIMERO USO:PARA LA INDUSTRIA PLASTICA MATERIA PRIMA EN POLIPROPILENO LOTE:L-840 MFG DATE:23/04/2023;POLIPROPILENO HOMOPOLIMERO PETROQUIM PH2615 POLIPROPILENO HOMOPOLIMERO USO:PARA LA INDUSTRIA PLASTICA MATERIA PRIMA EN POLIPROPILENO LOTE:L-840 MFG DATE:23/04/2023
118-198929;0001;30/05/2023;2023;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;00982-23;EGLV003300702677;KAOHSIUNG;Taiw醤;Taiw醤;50000;KG;50000;KILOGRAMO;0;No disponible;58000;1.16;61009.15;1.22;3000;50000;50510;NO DISPONIBLE;GLOBALENE;RESINA PLASTICA. GLOBALENE. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO HP563S;RESINA PLASTICA. GLOBALENE. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO HP563S
118-199731;0001;31/05/2023;2023;MATRITECH S.A.C.;4  20504863116;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01207-23;ONEYRICDL0135700;HOUSTON;Estados Unidos;Estados Unidos;46.75;TM;46750;KILOGRAMO;0;No disponible;51642.38;1104.65;54931.25;1175;3179;46750;47440;NO DISPONIBLE;TRICOLENE;POLIPROPILENO. TRICOLENE. PPH028N SACOS 25 KG USO INDUSTRIAL POLYPROPYLENE TRICOLENE PPH028N;POLIPROPILENO. TRICOLENE. PPH028N SACOS 25 KG USO INDUSTRIAL POLYPROPYLENE TRICOLENE PPH028N
118-199856;0001;31/05/2023;2023;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01170-23;1052880990;CORONEL;Chile;Chile;127500;KG;127500;KILOGRAMO;0;No disponible;153941.12;1.21;161090.28;1.26;7125;127500;129391.66;NO DISPONIBLE;PETROQUIM;RESINA PLASTICA. PETROQUIM. S/M EN BOLSAS DE 25 KG PARA USO INDUSTRIAL POLIPROPILENO PH0953;RESINA PLASTICA. PETROQUIM. S/M EN BOLSAS DE 25 KG PARA USO INDUSTRIAL POLIPROPILENO PH0953
118-199856;0002;31/05/2023;2023;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01170-23;1052880990;CORONEL;Chile;Chile;25500;KG;25500;KILOGRAMO;0;No disponible;30543.87;1.2;31973.67;1.25;1425;25500;25878.33;NO DISPONIBLE;PETROQUIM;RESINA PLASTICA. PETROQUIM. S/M EN BOLSAS DE 25 KG PARA USO INDUSTRIAL POLIPROPILENO PH6010;RESINA PLASTICA. PETROQUIM. S/M EN BOLSAS DE 25 KG PARA USO INDUSTRIAL POLIPROPILENO PH6010
118-200205;0001;31/05/2023;2023;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;01083-23;EGLV003300688895;KAOHSIUNG;Taiw醤;Francia;100;TM;100000;KILOGRAMO;0;No disponible;105500;1055;115138.75;1151.39;8320;100000;100954.28;NO DISPONIBLE;GLOBALENE;POLIPROPILENO, GLOBALENE, PT100 REF : PT100 SON : 4000 SACOS DE 25 KG / USO : INDUSTRIAL POLYPROPYLENE HOMOPOLYMER GLOBALENE PT100;POLIPROPILENO, GLOBALENE, PT100 REF : PT100 SON : 4000 SACOS DE 25 KG / USO : INDUSTRIAL POLYPROPYLENE HOMOPOLYMER GLOBALENE PT100
118-200205;0002;31/05/2023;2023;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;01083-23;EGLV003300688895;KAOHSIUNG;Taiw醤;Francia;25;TM;25000;KILOGRAMO;0;No disponible;27400;1096;29822.5;1192.9;2080;25000;25238.57;NO DISPONIBLE;GLOBALENE;POLIPROPILENO, GLOBALENE, PD943 REF : PD943 SON : 1000 SACOS DE 25 KG / USO : INDUSTRIAL POLYPROPYLENE HOMOPOLYMER GLOBALENE PD943;POLIPROPILENO, GLOBALENE, PD943 REF : PD943 SON : 1000 SACOS DE 25 KG / USO : INDUSTRIAL POLYPROPYLENE HOMOPOLYMER GLOBALENE PD943
118-200205;0003;31/05/2023;2023;SNETOR PERU SOCIEDAD ANONIMA CERRADA - SNETOR PERU;4  20602505830;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;01083-23;EGLV003300688895;KAOHSIUNG;Taiw醤;Francia;50;TM;50000;KILOGRAMO;0;No disponible;53250;1065;58075.62;1161.51;4160;50000;50477.14;NO DISPONIBLE;GLOBALENE;POLIPROPILENO, GLOBALENE, HP600S REF : HP600S SON : 2000 SACOS DE 25 KG / USO : INDUSTRIAL POLYPROPYLENE HOMOPOLYMER GLOBALENE HP600S;POLIPROPILENO, GLOBALENE, HP600S REF : HP600S SON : 2000 SACOS DE 25 KG / USO : INDUSTRIAL POLYPROPYLENE HOMOPOLYMER GLOBALENE HP600S
118-200851;0001;31/05/2023;2023;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01207-23;MEDUVC459918;VANCOUVER;Canad�;Estados Unidos;148.5;TM;148500;KILOGRAMO;0;No disponible;163200;1098.99;166453.06;1120.9;3120;148500;173210;NO DISPONIBLE;S/M;POLYPROPYLENE EN BOLSAS DE 25KG  PP.GRADE: HEARTLAND H5103 S/M.S/M..;POLYPROPYLENE EN BOLSAS DE 25KG  PP.GRADE: HEARTLAND H5103 S/M.S/M..
118-200955;0001;31/05/2023;2023;COLCA DEL PERU S A;4  20100351804;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01217-23;SEAU227216028;CHARLESTON;Estados Unidos;Estados Unidos;66;TM;66000;KILOGRAMO;0;No disponible;68547;1038.59;75307.75;1141.03;6693;66000;66990;NO DISPONIBLE;HEARTLAND;POLIPROPILENO HOMOPOLIMERO. HEARTLAND. S/M PP H7012 USO: FABRICACION DE ARTICULOS PARA EL HOGAR POLYPROPYLENE HOMOPOLYMER INJECTION;POLIPROPILENO HOMOPOLIMERO. HEARTLAND. S/M PP H7012 USO: FABRICACION DE ARTICULOS PARA EL HOGAR POLYPROPYLENE HOMOPOLYMER INJECTION
118-201236;0001;31/05/2023;2023;COLCA DEL PERU S A;4  20100351804;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01207-23;HDMUNBOZ61145400;NINGBO;China;Singapur;25.5;TM;25500;KILOGRAMO;0;No disponible;29178.91;1144.27;30615.97;1200.63;1410;25500;25650;NO DISPONIBLE;SINOPEC;POLIPROPILENO HOMOPOLIMERO. SINOPEC. S/M GRADE: M60T USO: FABRICACION DE ARTICULOS PARA EL HOGAR. RECIPIENTES PARA ALIMENTOS POLYPROPYLENE. HOMOPOLYMER LOTE NO.: Z111P3415B1;POLIPROPILENO HOMOPOLIMERO. SINOPEC. S/M GRADE: M60T USO: FABRICACION DE ARTICULOS PARA EL HOGAR. RECIPIENTES PARA ALIMENTOS POLYPROPYLENE. HOMOPOLYMER LOTE NO.: Z111P3415B1
118-201605;0001;01/06/2023;2023;INVERSIONES SAN GABRIEL S A;4  20100403294;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01207-23;ONEYRICDL0137900;No disponible;Estados Unidos;Estados Unidos;46.75;TM;46750;KILOGRAMO;0;No disponible;52821.54;1129.87;54289.65;1161.28;1300;46750;47754;NO DISPONIBLE;TRICOLENE;POLIPROPILENO, TRICOLENE, PPH028N TRICOLENE PPH028N LOTE: 2469831B POLYPROPYLENE;POLIPROPILENO, TRICOLENE, PPH028N TRICOLENE PPH028N LOTE: 2469831B POLYPROPYLENE
